Tppt,Vendor_ID,Vendor_Name,Route,Shipping_Type,Shipping_Type_Name,Kapasitas,OA,Source,Destination
3081,20005055,PT Sarijasa Transutama,R00132,C1,Container 20 FT,29,"12,100,000",DC GRESIK,TM PALU-7116
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00132,C1,Container 20 FT,29,"12,122,766",DC GRESIK,TM PALU-7116
3081,20011670,PT Global Logistic,R00132,C1,Container 20 FT,29,"12,500,000",DC GRESIK,TM PALU-7116
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00132,C3,Container 40 FT HC,69,"19,982,306",DC GRESIK,TM PALU-7116
3081,20005055,PT Sarijasa Transutama,R00132,C3,Container 40 FT HC,69,"20,700,000",DC GRESIK,TM PALU-7116
3081,20003657,"Mitra Intertrans Forwarding - S, PT",R00133,C1,Container 20 FT,29,"12,800,000",DC GRESIK,TM PANGKALAN BUN-7117
3081,20005055,PT Sarijasa Transutama,R00133,C1,Container 20 FT,29,"12,925,000",DC GRESIK,TM PANGKALAN BUN-7117
3081,20011670,PT Global Logistic,R00133,C1,Container 20 FT,29,"13,500,000",DC GRESIK,TM PANGKALAN BUN-7117
3081,20006254,PT Transporindo Agung Sejahtera,R00133,C1,Container 20 FT,29,"13,600,000",DC GRESIK,TM PANGKALAN BUN-7117
3081,20005055,PT Sarijasa Transutama,R00133,C3,Container 40 FT HC,69,"23,300,000",DC GRESIK,TM PANGKALAN BUN-7117
3081,20011407,PT Pelayaran Samasagung Tunggal Per,R00136,C1,Container 20 FT,29,"11,795,455",DC GRESIK,TM PARIGI-7116
3081,20003657,"Mitra Intertrans Forwarding - S, PT",R00136,C1,Container 20 FT,29,"12,400,000",DC GRESIK,TM PARIGI-7116
3081,20005055,PT Sarijasa Transutama,R00136,C1,Container 20 FT,29,"13,225,000",DC GRESIK,TM PARIGI-7116
3081,20006254,PT Transporindo Agung Sejahtera,R00136,C1,Container 20 FT,29,"13,600,000",DC GRESIK,TM PARIGI-7116
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00136,C1,Container 20 FT,29,"13,857,460",DC GRESIK,TM PARIGI-7116
3081,20011670,PT Global Logistic,R00136,C1,Container 20 FT,29,"14,050,000",DC GRESIK,TM PARIGI-7116
3081,20005055,PT Sarijasa Transutama,R00136,C3,Container 40 FT HC,69,"21,950,000",DC GRESIK,TM PARIGI-7116
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00136,C3,Container 40 FT HC,69,"22,737,408",DC GRESIK,TM PARIGI-7116
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00137,M4,Truck 20 M3,20,"1,150,000",DC GRESIK,TM PASURUAN-7114
3081,20011284,PT RAPI TRANS LOGISTIK INDONESIA,R00137,MC,Truck 15 M3,15,"1,150,000",DC GRESIK,TM PASURUAN-7114
3081,20014986,PT RESTU IBU LANGGENG ABADI,R00137,ME,Truck 25 M3,25,"866,467",DC GRESIK,TM PASURUAN-7114
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00137,MF,Truck 30 M3,30,"2,000,000",DC GRESIK,TM PASURUAN-7114
3081,20011106,PT Abdi Prima Sentosa,R00137,MH,Truck 40 M3,40,"1,150,000",DC GRESIK,TM PASURUAN-7114
3081,20014588,"Seino Indomobil Logistics, PT",R00137,MI,Truck 45 M3,45,"800,000",DC GRESIK,TM PASURUAN-7114
3081,20000721,CV BAROKAH JAYA,R00137,MI,Truck 45 M3,45,"1,206,396",DC GRESIK,TM PASURUAN-7114
3081,20001540,"Dua Putra, UD",R00137,MI,Truck 45 M3,45,"1,206,396",DC GRESIK,TM PASURUAN-7114
3081,20004683,CV RAJAWALI TRANS NUSANTARA,R00137,MI,Truck 45 M3,45,"1,300,000",DC GRESIK,TM PASURUAN-7114
3081,20046073,"Bintang Remaja Transindo, CV",R00137,MI,Truck 45 M3,45,"1,300,000",DC GRESIK,TM PASURUAN-7114
3081,20010271,PT HANA JAYA PUTRA TRANSPORT,R00137,MI,Truck 45 M3,45,"1,500,000",DC GRESIK,TM PASURUAN-7114
3081,20011284,PT RAPI TRANS LOGISTIK INDONESIA,R00137,MI,Truck 45 M3,45,"2,200,000",DC GRESIK,TM PASURUAN-7114
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00137,MI,Truck 45 M3,45,"2,200,000",DC GRESIK,TM PASURUAN-7114
3081,20010971,PT JAWA TRANS INDAH TRANSPORT,R00137,MI,Truck 45 M3,45,"2,500,000",DC GRESIK,TM PASURUAN-7114
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00138,ME,Truck 25 M3,25,"1,790,000",DC GRESIK,TM PATI-7111
3081,20014986,PT RESTU IBU LANGGENG ABADI,R00138,ME,Truck 25 M3,25,"2,548,433",DC GRESIK,TM PATI-7111
3081,20002280,Himalaya,R00138,MF,Truck 30 M3,30,"1,300,000",DC GRESIK,TM PATI-7111
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00138,MF,Truck 30 M3,30,"2,500,000",DC GRESIK,TM PATI-7111
3081,20009128,PT Sinar Guna Lestari,R00138,MH,Truck 40 M3,40,"1,800,000",DC GRESIK,TM PATI-7111
3081,20009128,PT Sinar Guna Lestari,R00138,MI,Truck 45 M3,45,"1,975,000",DC GRESIK,TM PATI-7111
3081,20001540,"Dua Putra, UD",R00138,MI,Truck 45 M3,45,"2,000,000",DC GRESIK,TM PATI-7111
3081,20011912,PT ELVIANA JAVA TRANSPORTINDO,R00138,MI,Truck 45 M3,45,"2,000,000",DC GRESIK,TM PATI-7111
3081,20000721,CV BAROKAH JAYA,R00138,MI,Truck 45 M3,45,"2,061,957",DC GRESIK,TM PATI-7111
3081,20011106,PT Abdi Prima Sentosa,R00138,MI,Truck 45 M3,45,"2,325,000",DC GRESIK,TM PATI-7111
3081,20004205,"Panthera Biru Indonesia, PT",R00138,MI,Truck 45 M3,45,"2,400,000",DC GRESIK,TM PATI-7111
3081,20014995,PT SINAR AJI CEPAT,R00138,MI,Truck 45 M3,45,"2,400,000",DC GRESIK,TM PATI-7111
3081,20012861,PT Surya Sarana Saputra,R00138,MI,Truck 45 M3,45,"2,700,000",DC GRESIK,TM PATI-7111
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00138,MI,Truck 45 M3,45,"2,900,000",DC GRESIK,TM PATI-7111
3081,20010271,PT HANA JAYA PUTRA TRANSPORT,R00138,MI,Truck 45 M3,45,"2,950,000",DC GRESIK,TM PATI-7111
3081,20011284,PT RAPI TRANS LOGISTIK INDONESIA,R00138,MI,Truck 45 M3,45,"3,624,851",DC GRESIK,TM PATI-7111
3081,20009128,PT Sinar Guna Lestari,R00138,MJ,Truck 50 M3,50,"2,150,000",DC GRESIK,TM PATI-7111
3081,20009128,PT Sinar Guna Lestari,R00138,MK,Truck 55 M3,55,"2,350,000",DC GRESIK,TM PATI-7111
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00139,M4,Truck 20 M3,20,"2,150,000",DC GRESIK,TM PEKALONGAN-7111
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00139,ME,Truck 25 M3,25,"2,400,000",DC GRESIK,TM PEKALONGAN-7111
3081,20014986,PT RESTU IBU LANGGENG ABADI,R00139,ME,Truck 25 M3,25,"2,854,244",DC GRESIK,TM PEKALONGAN-7111
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00139,MF,Truck 30 M3,30,"3,400,000",DC GRESIK,TM PEKALONGAN-7111
3081,20014995,PT SINAR AJI CEPAT,R00139,MG,Truck 35 M3,35,"3,000,000",DC GRESIK,TM PEKALONGAN-7111
3081,20014995,PT SINAR AJI CEPAT,R00139,MI,Truck 45 M3,45,"3,000,000",DC GRESIK,TM PEKALONGAN-7111
3081,20014588,"Seino Indomobil Logistics, PT",R00139,MI,Truck 45 M3,45,"3,399,050",DC GRESIK,TM PEKALONGAN-7111
3081,20012861,PT Surya Sarana Saputra,R00139,MI,Truck 45 M3,45,"3,800,000",DC GRESIK,TM PEKALONGAN-7111
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00139,MI,Truck 45 M3,45,"4,030,000",DC GRESIK,TM PEKALONGAN-7111
3081,20010271,PT HANA JAYA PUTRA TRANSPORT,R00139,MI,Truck 45 M3,45,"4,100,000",DC GRESIK,TM PEKALONGAN-7111
3081,20011284,PT RAPI TRANS LOGISTIK INDONESIA,R00139,MI,Truck 45 M3,45,"5,117,437",DC GRESIK,TM PEKALONGAN-7111
3081,20004683,CV RAJAWALI TRANS NUSANTARA,R00140,MH,Truck 40 M3,40,"17,450,000",DC GRESIK,TM PEKANBARU-7102
3081,20010147,PT JAYA PRATAMA PERKASA,R00140,MI,Truck 45 M3,45,"19,900,000",DC GRESIK,TM PEKANBARU-7102
3081,20046073,"Bintang Remaja Transindo, CV",R00140,MI,Truck 45 M3,45,"20,120,000",DC GRESIK,TM PEKANBARU-7102
3081,20004683,CV RAJAWALI TRANS NUSANTARA,R00140,MI,Truck 45 M3,45,"20,284,000",DC GRESIK,TM PEKANBARU-7102
3081,20014965,PT FINA ABADI SEJAHTERA,R00140,MI,Truck 45 M3,45,"22,500,000",DC GRESIK,TM PEKANBARU-7102
3081,20003657,"Mitra Intertrans Forwarding - S, PT",R00141,C1,Container 20 FT,29,"12,200,000",DC GRESIK,TM PONTIANAK-7119
3081,20013491,PT Trans Ocean Services Indonesia,R00141,C1,Container 20 FT,29,"12,200,000",DC GRESIK,TM PONTIANAK-7119
3081,20005055,PT Sarijasa Transutama,R00141,C1,Container 20 FT,29,"12,250,000",DC GRESIK,TM PONTIANAK-7119
3081,20011670,PT Global Logistic,R00141,C1,Container 20 FT,29,"13,650,000",DC GRESIK,TM PONTIANAK-7119
3081,20002789,PT KAMADJAJA LOGISTICS,R00141,C1,Container 20 FT,29,"14,050,000",DC GRESIK,TM PONTIANAK-7119
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00141,C1,Container 20 FT,29,"14,948,439",DC GRESIK,TM PONTIANAK-7119
3081,20006254,PT Transporindo Agung Sejahtera,R00141,C1,Container 20 FT,29,"15,100,000",DC GRESIK,TM PONTIANAK-7119
3081,20006024,PT TANTO INTIM LINE,R00141,C1,Container 20 FT,29,"15,500,000",DC GRESIK,TM PONTIANAK-7119
3081,20013491,PT Trans Ocean Services Indonesia,R00141,C3,Container 40 FT HC,69,"20,800,000",DC GRESIK,TM PONTIANAK-7119
3081,20002789,PT KAMADJAJA LOGISTICS,R00141,C3,Container 40 FT HC,69,"21,150,000",DC GRESIK,TM PONTIANAK-7119
3081,20003657,"Mitra Intertrans Forwarding - S, PT",R00141,C3,Container 40 FT HC,69,"21,400,000",DC GRESIK,TM PONTIANAK-7119
3081,20005055,PT Sarijasa Transutama,R00141,C3,Container 40 FT HC,69,"21,600,000",DC GRESIK,TM PONTIANAK-7119
3081,20011670,PT Global Logistic,R00141,C3,Container 40 FT HC,69,"24,500,000",DC GRESIK,TM PONTIANAK-7119
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00141,C3,Container 40 FT HC,69,"25,938,898",DC GRESIK,TM PONTIANAK-7119
3081,20006024,PT TANTO INTIM LINE,R00141,C3,Container 40 FT HC,69,"27,800,000",DC GRESIK,TM PONTIANAK-7119
3081,20004683,CV RAJAWALI TRANS NUSANTARA,R00142,MH,Truck 40 M3,40,"11,179,000",DC GRESIK,TM PRABUMULIH-7103
3081,20004683,CV RAJAWALI TRANS NUSANTARA,R00142,MI,Truck 45 M3,45,"13,486,000",DC GRESIK,TM PRABUMULIH-7103
3081,20014965,PT FINA ABADI SEJAHTERA,R00142,MI,Truck 45 M3,45,"18,000,000",DC GRESIK,TM PRABUMULIH-7103
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00143,ME,Truck 25 M3,25,"1,350,000",DC GRESIK,TM PROBOLINGGO-7114
3081,20014986,PT RESTU IBU LANGGENG ABADI,R00143,ME,Truck 25 M3,25,"1,529,060",DC GRESIK,TM PROBOLINGGO-7114
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00143,MF,Truck 30 M3,30,"2,300,000",DC GRESIK,TM PROBOLINGGO-7114
3081,20012861,PT Surya Sarana Saputra,R00143,MG,Truck 35 M3,35,"1,194,120",DC GRESIK,TM PROBOLINGGO-7114
3081,20045876,PT Serasi Logistic Indonesia,R00143,MH,Truck 40 M3,40,"1,000,000",DC GRESIK,TM PROBOLINGGO-7114
3081,20000721,CV BAROKAH JAYA,R00143,MI,Truck 45 M3,45,"1,372,262",DC GRESIK,TM PROBOLINGGO-7114
3081,20001540,"Dua Putra, UD",R00143,MI,Truck 45 M3,45,"1,372,262",DC GRESIK,TM PROBOLINGGO-7114
3081,20011106,PT Abdi Prima Sentosa,R00143,MI,Truck 45 M3,45,"1,380,000",DC GRESIK,TM PROBOLINGGO-7114
3081,20046073,"Bintang Remaja Transindo, CV",R00143,MI,Truck 45 M3,45,"1,450,000",DC GRESIK,TM PROBOLINGGO-7114
3081,20004683,CV RAJAWALI TRANS NUSANTARA,R00143,MI,Truck 45 M3,45,"1,500,000",DC GRESIK,TM PROBOLINGGO-7114
3081,20010271,PT HANA JAYA PUTRA TRANSPORT,R00143,MI,Truck 45 M3,45,"1,600,000",DC GRESIK,TM PROBOLINGGO-7114
3081,20011284,PT RAPI TRANS LOGISTIK INDONESIA,R00143,MI,Truck 45 M3,45,"2,400,000",DC GRESIK,TM PROBOLINGGO-7114
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00143,MI,Truck 45 M3,45,"2,580,000",DC GRESIK,TM PROBOLINGGO-7114
3081,20010971,PT JAWA TRANS INDAH TRANSPORT,R00143,MI,Truck 45 M3,45,"3,000,000",DC GRESIK,TM PROBOLINGGO-7114
3081,20006024,PT TANTO INTIM LINE,R00149,C1,Container 20 FT,29,"18,750,000",DC GRESIK,PS MULTI MANDIRI JAYAPURA-71
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00149,C1,Container 20 FT,29,"19,493,582",DC GRESIK,PS MULTI MANDIRI JAYAPURA-71
3081,20005055,PT Sarijasa Transutama,R00149,C1,Container 20 FT,29,"21,600,000",DC GRESIK,PS MULTI MANDIRI JAYAPURA-71
3081,20004016,"Niaga, -",R00149,C1,Container 20 FT,29,"23,100,000",DC GRESIK,PS MULTI MANDIRI JAYAPURA-71
3081,20006254,PT Transporindo Agung Sejahtera,R00149,C1,Container 20 FT,29,"23,900,000",DC GRESIK,PS MULTI MANDIRI JAYAPURA-71
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00149,C3,Container 40 FT HC,69,"37,422,378",DC GRESIK,PS MULTI MANDIRI JAYAPURA-71
3081,20005055,PT Sarijasa Transutama,R00149,C3,Container 40 FT HC,69,"42,100,000",DC GRESIK,PS MULTI MANDIRI JAYAPURA-71
3081,20006024,PT TANTO INTIM LINE,R00155,C1,Container 20 FT,29,"19,900,000",DC GRESIK,PS MULTI MANDIRI MERAUKE-711
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00155,C1,Container 20 FT,29,"20,446,643",DC GRESIK,PS MULTI MANDIRI MERAUKE-711
3081,20005055,PT Sarijasa Transutama,R00155,C1,Container 20 FT,29,"23,100,000",DC GRESIK,PS MULTI MANDIRI MERAUKE-711
3081,20004016,"Niaga, -",R00155,C1,Container 20 FT,29,"24,100,000",DC GRESIK,PS MULTI MANDIRI MERAUKE-711
3081,20006254,PT Transporindo Agung Sejahtera,R00155,C1,Container 20 FT,29,"24,400,000",DC GRESIK,PS MULTI MANDIRI MERAUKE-711
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00155,C3,Container 40 FT HC,69,"36,504,011",DC GRESIK,PS MULTI MANDIRI MERAUKE-711
3081,20005055,PT Sarijasa Transutama,R00155,C3,Container 40 FT HC,69,"42,200,000",DC GRESIK,PS MULTI MANDIRI MERAUKE-711
3081,20006024,PT TANTO INTIM LINE,R00156,C1,Container 20 FT,29,"20,600,000",DC GRESIK,PS AMAN JAYA CV-7119
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00156,C1,Container 20 FT,29,"21,718,233",DC GRESIK,PS AMAN JAYA CV-7119
3081,20004016,"Niaga, -",R00156,C1,Container 20 FT,29,"25,300,000",DC GRESIK,PS AMAN JAYA CV-7119
3081,20006254,PT Transporindo Agung Sejahtera,R00156,C1,Container 20 FT,29,"26,650,000",DC GRESIK,PS AMAN JAYA CV-7119
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00156,C3,Container 40 FT HC,69,"41,149,094",DC GRESIK,PS AMAN JAYA CV-7119
3081,20014986,PT RESTU IBU LANGGENG ABADI,R00158,ME,Truck 25 M3,25,"2,242,621",DC GRESIK,PS TIMUN MAS-7114
3081,20010271,PT HANA JAYA PUTRA TRANSPORT,R00158,MF,Truck 30 M3,30,"2,000,000",DC GRESIK,PS TIMUN MAS-7114
3081,20012861,PT Surya Sarana Saputra,R00158,MG,Truck 35 M3,35,"1,691,670",DC GRESIK,PS TIMUN MAS-7114
3081,20045876,PT Serasi Logistic Indonesia,R00158,MH,Truck 40 M3,40,"1,350,000",DC GRESIK,PS TIMUN MAS-7114
3081,20011106,PT Abdi Prima Sentosa,R00158,MH,Truck 40 M3,40,"2,350,000",DC GRESIK,PS TIMUN MAS-7114
3081,20004683,CV RAJAWALI TRANS NUSANTARA,R00158,MI,Truck 45 M3,45,"2,000,000",DC GRESIK,PS TIMUN MAS-7114
3081,20001540,"Dua Putra, UD",R00158,MI,Truck 45 M3,45,"2,050,000",DC GRESIK,PS TIMUN MAS-7114
3081,20046073,"Bintang Remaja Transindo, CV",R00158,MI,Truck 45 M3,45,"2,050,000",DC GRESIK,PS TIMUN MAS-7114
3081,20000721,CV BAROKAH JAYA,R00158,MI,Truck 45 M3,45,"2,111,193",DC GRESIK,PS TIMUN MAS-7114
3081,20010271,PT HANA JAYA PUTRA TRANSPORT,R00158,MI,Truck 45 M3,45,"2,300,000",DC GRESIK,PS TIMUN MAS-7114
3081,20011284,PT RAPI TRANS LOGISTIK INDONESIA,R00158,MI,Truck 45 M3,45,"3,001,163",DC GRESIK,PS TIMUN MAS-7114
3081,20010971,PT JAWA TRANS INDAH TRANSPORT,R00158,MI,Truck 45 M3,45,"3,600,000",DC GRESIK,PS TIMUN MAS-7114
3081,20006024,PT TANTO INTIM LINE,R00159,C1,Container 20 FT,29,"19,600,000",DC GRESIK,PS SENTOSA ABADI CV-7119
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00159,C1,Container 20 FT,29,"20,242,561",DC GRESIK,PS SENTOSA ABADI CV-7119
3081,20005055,PT Sarijasa Transutama,R00159,C1,Container 20 FT,29,"22,400,000",DC GRESIK,PS SENTOSA ABADI CV-7119
3081,20004016,"Niaga, -",R00159,C1,Container 20 FT,29,"23,100,000",DC GRESIK,PS SENTOSA ABADI CV-7119
3081,20006254,PT Transporindo Agung Sejahtera,R00159,C1,Container 20 FT,29,"24,400,000",DC GRESIK,PS SENTOSA ABADI CV-7119
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00159,C3,Container 40 FT HC,69,"36,555,031",DC GRESIK,PS SENTOSA ABADI CV-7119
3081,20005055,PT Sarijasa Transutama,R00159,C3,Container 40 FT HC,69,"42,100,000",DC GRESIK,PS SENTOSA ABADI CV-7119
3081,20005055,PT Sarijasa Transutama,R00162,C1,Container 20 FT,29,"17,450,000",DC GRESIK,PS SEDERHANA UD-7116
3081,20006024,PT TANTO INTIM LINE,R00162,C1,Container 20 FT,29,"18,150,000",DC GRESIK,PS SEDERHANA UD-7116
3081,20006254,PT Transporindo Agung Sejahtera,R00162,C1,Container 20 FT,29,"18,900,000",DC GRESIK,PS SEDERHANA UD-7116
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00162,C1,Container 20 FT,29,"18,906,194",DC GRESIK,PS SEDERHANA UD-7116
3081,20011670,PT Global Logistic,R00162,C1,Container 20 FT,29,"19,200,000",DC GRESIK,PS SEDERHANA UD-7116
3081,20006024,PT TANTO INTIM LINE,R00162,C3,Container 40 FT HC,69,"34,300,000",DC GRESIK,PS SEDERHANA UD-7116
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00162,C3,Container 40 FT HC,69,"34,739,612",DC GRESIK,PS SEDERHANA UD-7116
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00166,M4,Truck 20 M3,20,"2,590,000",DC GRESIK,TM PURWOKERTO-7112
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00166,ME,Truck 25 M3,25,"2,650,000",DC GRESIK,TM PURWOKERTO-7112
3081,20014986,PT RESTU IBU LANGGENG ABADI,R00166,ME,Truck 25 M3,25,"3,363,931",DC GRESIK,TM PURWOKERTO-7112
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00166,MF,Truck 30 M3,30,"3,920,000",DC GRESIK,TM PURWOKERTO-7112
3081,20014588,"Seino Indomobil Logistics, PT",R00166,MI,Truck 45 M3,45,"3,400,000",DC GRESIK,TM PURWOKERTO-7112
3081,20001540,"Dua Putra, UD",R00166,MI,Truck 45 M3,45,"3,800,000",DC GRESIK,TM PURWOKERTO-7112
3081,20011106,PT Abdi Prima Sentosa,R00166,MI,Truck 45 M3,45,"3,900,000",DC GRESIK,TM PURWOKERTO-7112
3081,20012861,PT Surya Sarana Saputra,R00166,MI,Truck 45 M3,45,"4,092,000",DC GRESIK,TM PURWOKERTO-7112
3081,20010271,PT HANA JAYA PUTRA TRANSPORT,R00166,MI,Truck 45 M3,45,"4,200,000",DC GRESIK,TM PURWOKERTO-7112
3081,20011284,PT RAPI TRANS LOGISTIK INDONESIA,R00166,MI,Truck 45 M3,45,"4,397,142",DC GRESIK,TM PURWOKERTO-7112
3081,20002883,"Karya Total Mandiri, PT",R00167,M4,Truck 20 M3,20,"2,000,000",DC GRESIK,TM SERANG-7105
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00167,M4,Truck 20 M3,20,"3,700,000",DC GRESIK,TM SERANG-7105
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00167,ME,Truck 25 M3,25,"4,400,000",DC GRESIK,TM SERANG-7105
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00167,MF,Truck 30 M3,30,"5,700,000",DC GRESIK,TM SERANG-7105
3081,20045876,PT Serasi Logistic Indonesia,R00167,MH,Truck 40 M3,40,"4,050,000",DC GRESIK,TM SERANG-7105
3081,20010890,PT Hiba Logistik,R00167,MH,Truck 40 M3,40,"4,750,000",DC GRESIK,TM SERANG-7105
3081,20014588,"Seino Indomobil Logistics, PT",R00167,MI,Truck 45 M3,45,"4,400,000",DC GRESIK,TM SERANG-7105
3081,20004683,CV RAJAWALI TRANS NUSANTARA,R00167,MI,Truck 45 M3,45,"4,800,000",DC GRESIK,TM SERANG-7105
3081,20010890,PT Hiba Logistik,R00167,MI,Truck 45 M3,45,"4,800,000",DC GRESIK,TM SERANG-7105
3081,20046073,"Bintang Remaja Transindo, CV",R00167,MI,Truck 45 M3,45,"4,900,000",DC GRESIK,TM SERANG-7105
3081,20005736,PT Bintang Baru Raya,R00167,MI,Truck 45 M3,45,"5,000,000",DC GRESIK,TM SERANG-7105
3081,20012861,PT Surya Sarana Saputra,R00167,MI,Truck 45 M3,45,"5,000,000",DC GRESIK,TM SERANG-7105
3081,20010147,PT JAYA PRATAMA PERKASA,R00167,MI,Truck 45 M3,45,"5,400,000",DC GRESIK,TM SERANG-7105
3081,20010271,PT HANA JAYA PUTRA TRANSPORT,R00167,MI,Truck 45 M3,45,"5,400,000",DC GRESIK,TM SERANG-7105
3081,20012654,CV Maju Jaya Lestari,R00167,MI,Truck 45 M3,45,"5,500,000",DC GRESIK,TM SERANG-7105
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00167,MI,Truck 45 M3,45,"6,850,000",DC GRESIK,TM SERANG-7105
3081,20003932,"Mustika Candra, -",R00167,MJ,Truck 50 M3,50,"5,000,000",DC GRESIK,TM SERANG-7105
3081,20005043,CV SANTIKA MANDIRI,R00167,MJ,Truck 50 M3,50,"5,300,000",DC GRESIK,TM SERANG-7105
3081,20005055,PT Sarijasa Transutama,R00168,C1,Container 20 FT,29,"20,500,000",DC GRESIK,TM RANTAU PRAPAT-7101
3081,20005055,PT Sarijasa Transutama,R00168,C3,Container 40 FT HC,69,"34,500,000",DC GRESIK,TM RANTAU PRAPAT-7101
3081,20005055,PT Sarijasa Transutama,R00170,C1,Container 20 FT,29,"14,700,000",DC GRESIK,TM SAMARINDA-7118
3081,20005055,PT Sarijasa Transutama,R00170,C3,Container 40 FT HC,69,"23,550,000",DC GRESIK,TM SAMARINDA-7118
3081,20003657,"Mitra Intertrans Forwarding - S, PT",R00171,C1,Container 20 FT,29,"12,500,000",DC GRESIK,TM SAMPIT-7117
3081,20005055,PT Sarijasa Transutama,R00171,C1,Container 20 FT,29,"12,575,000",DC GRESIK,TM SAMPIT-7117
3081,20006254,PT Transporindo Agung Sejahtera,R00171,C1,Container 20 FT,29,"12,800,000",DC GRESIK,TM SAMPIT-7117
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00171,C1,Container 20 FT,29,"12,804,562",DC GRESIK,TM SAMPIT-7117
3081,20011670,PT Global Logistic,R00171,C1,Container 20 FT,29,"13,000,000",DC GRESIK,TM SAMPIT-7117
3081,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00171,C3,Container 40 FT HC,69,"21,240,540",DC GRESIK,TM SAMPIT-7117
3081,20005055,PT Sarijasa Transutama,R00171,C3,Container 40 FT HC,69,"22,900,000",DC GRESIK,TM SAMPIT-7117
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00172,M4,Truck 20 M3,20,"2,000,000",DC GRESIK,TM SEMARANG-7111
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00172,ME,Truck 25 M3,25,"2,100,000",DC GRESIK,TM SEMARANG-7111
3081,20014986,PT RESTU IBU LANGGENG ABADI,R00172,ME,Truck 25 M3,25,"2,548,433",DC GRESIK,TM SEMARANG-7111
3081,20002280,Himalaya,R00172,MF,Truck 30 M3,30,"1,400,000",DC GRESIK,TM SEMARANG-7111
3081,20012576,"Setia Jaya, PA",R00172,MF,Truck 30 M3,30,"1,400,000",DC GRESIK,TM SEMARANG-7111
3081,20005688,"Sumber Hidup Baru, UD",R00172,MF,Truck 30 M3,30,"1,432,200",DC GRESIK,TM SEMARANG-7111
3081,20015058,PT JEJE HARAPAN TRANSINDO,R00172,MF,Truck 30 M3,30,"3,000,000",DC GRESIK,TM SEMARANG-7111
3081,20014995,PT SINAR AJI CEPAT,R00172,MG,Truck 35 M3,35,"2,400,000",DC GRESIK,TM SEMARANG-7111
3081,20011982,PT Pos Logistik Indonesia,R00172,MG,Truck 35 M3,35,"3,700,000",DC GRESIK,TM SEMARANG-7111
3081,20005688,"Sumber Hidup Baru, UD",R00172,MH,Truck 40 M3,40,"2,000,000",DC GRESIK,TM SEMARANG-7111
3081,20009128,PT Sinar Guna Lestari,R00172,MH,Truck 40 M3,40,"2,025,000",DC GRESIK,TM SEMARANG-7111
3081,20009128,PT Sinar Guna Lestari,R00172,MI,Truck 45 M3,45,"2,200,000",DC GRESIK,TM SEMARANG-7111
3081,20005688,"Sumber Hidup Baru, UD",R00172,MI,Truck 45 M3,45,"2,250,000",DC GRESIK,TM SEMARANG-7111
3081,20001540,"Dua Putra, UD",R00172,MI,Truck 45 M3,45,"2,300,000",DC GRESIK,TM SEMARANG-7111
3081,20000721,CV BAROKAH JAYA,R00172,MI,Truck 45 M3,45,"2,446,246",DC GRESIK,TM SEMARANG-7111
3081,20004205,"Panthera Biru Indonesia, PT",R00172,MI,Truck 45 M3,45,"2,450,000",DC GRESIK,TM SEMARANG-7111
